epoch,layer_1,layer_2,layer_3,layer_4,layer_5
0,0.09702173620462418,0.05310933291912079,0.03438181057572365,0.018871013075113297,0.012202184647321701
1,0.15175901353359222,0.09925868362188339,0.0768556147813797,0.04995341598987579,0.036182161420583725
2,0.26125064492225647,0.2263159304857254,0.21041004359722137,0.1923934370279312,0.17471514642238617
3,0.4591869115829468,0.5581411719322205,0.7025253176689148,0.7978484630584717,0.8612325191497803
4,0.5068930387496948,0.6799562573432922,0.915766716003418,1.1081851720809937,1.2396976947784424
5,0.505879282951355,0.6913205981254578,0.9380137920379639,1.1554936170578003,1.3114709854125977
6,0.4787028729915619,0.6532525420188904,0.8933025002479553,1.0970975160598755,1.2503653764724731
7,0.47964224219322205,0.6501783728599548,0.9030506014823914,1.127935528755188,1.2914549112319946
8,0.45631542801856995,0.6231681704521179,0.8705463409423828,1.1007055044174194,1.2698930501937866
9,0.4441659152507782,0.6038301587104797,0.8444404006004333,1.0607402324676514,1.2204293012619019
10,0.4380597770214081,0.5939154028892517,0.8302229046821594,1.0546379089355469,1.2300406694412231
11,0.42668256163597107,0.5836535096168518,0.8292387127876282,1.0650445222854614,1.2546415328979492
12,0.4420897960662842,0.6036850810050964,0.8651642799377441,1.121383786201477,1.330794334411621
13,0.41271090507507324,0.560808002948761,0.8038585186004639,1.052253007888794,1.2508069276809692
14,0.4191649258136749,0.5674410462379456,0.8187201023101807,1.0652128458023071,1.2685984373092651
15,0.40840303897857666,0.5534642338752747,0.7946484088897705,1.0346535444259644,1.2379504442214966
16,0.40320953726768494,0.5493552088737488,0.7993271946907043,1.0609159469604492,1.2788851261138916
17,0.401477575302124,0.5507475733757019,0.803450345993042,1.0743416547775269,1.309617519378662
18,0.4122217893600464,0.5684954524040222,0.8377330899238586,1.1205357313156128,1.37167227268219
19,0.3889645040035248,0.5365273356437683,0.7908510565757751,1.0743834972381592,1.3425410985946655
20,0.37693679332733154,0.5047582983970642,0.7325217127799988,0.985892117023468,1.2204643487930298
21,0.3883541524410248,0.5365065932273865,0.7949808239936829,1.0859532356262207,1.358157753944397
22,0.40279054641723633,0.5539687871932983,0.8207502961158752,1.1171568632125854,1.394613265991211
23,0.3925199508666992,0.5418941378593445,0.8047800660133362,1.096739411354065,1.3802522420883179
24,0.3870128095149994,0.5268629193305969,0.7824545502662659,1.0729395151138306,1.3605750799179077
25,0.39327311515808105,0.5351821780204773,0.7846766114234924,1.0683581829071045,1.3545951843261719
26,0.37108489871025085,0.5034392476081848,0.7416486740112305,1.0371726751327515,1.3233318328857422
27,0.38057056069374084,0.5137099623680115,0.7617629170417786,1.0560438632965088,1.3524808883666992
28,0.3660568296909332,0.49746719002723694,0.7456934452056885,1.0510815382003784,1.3601940870285034
29,0.38305142521858215,0.5152319073677063,0.7674325108528137,1.0786312818527222,1.3984397649765015
30,0.36999937891960144,0.49782800674438477,0.741858184337616,1.0514402389526367,1.361220359802246
31,0.38475918769836426,0.5225705504417419,0.78089839220047,1.1052329540252686,1.443627953529358
32,0.3831959068775177,0.5215851664543152,0.785926103591919,1.1265252828598022,1.4856799840927124
33,0.3579569160938263,0.47957146167755127,0.7176961302757263,1.0282610654830933,1.3589587211608887
34,0.38202497363090515,0.5170444846153259,0.7821502089500427,1.129870891571045,1.5110865831375122
35,0.36585912108421326,0.49367985129356384,0.7496955990791321,1.0917236804962158,1.4680951833724976
36,0.36750778555870056,0.501173198223114,0.7660768628120422,1.109369158744812,1.4878273010253906
37,0.3645998537540436,0.48785877227783203,0.743586003780365,1.0773310661315918,1.4499214887619019
38,0.3601117432117462,0.4819631576538086,0.7353771328926086,1.0709843635559082,1.4465011358261108
39,0.3577331304550171,0.4777394235134125,0.7224743962287903,1.0473142862319946,1.4274287223815918
40,0.3714325726032257,0.5026459097862244,0.7801973223686218,1.1464918851852417,1.5616002082824707
41,0.36593034863471985,0.496403306722641,0.7558949589729309,1.1089342832565308,1.5138272047042847
42,0.34987929463386536,0.4697204530239105,0.7252705693244934,1.0684951543807983,1.4675798416137695
43,0.35687151551246643,0.474430650472641,0.7190609574317932,1.0643441677093506,1.4676527976989746
44,0.35930660367012024,0.4863927364349365,0.7407400012016296,1.1005746126174927,1.52889883518219
45,0.34144333004951477,0.4553750455379486,0.7032408118247986,1.0465644598007202,1.4578838348388672
46,0.3651299774646759,0.49091067910194397,0.74908447265625,1.117289423942566,1.5577139854431152
47,0.3831826150417328,0.5211097598075867,0.814978837966919,1.2340537309646606,1.740517258644104
48,0.3538220226764679,0.47546908259391785,0.7400784492492676,1.1243942975997925,1.592476487159729
49,0.3496128022670746,0.4686099588871002,0.7233570218086243,1.093557596206665,1.5423680543899536
