epoch,layer_1,layer_2,layer_3,layer_4,layer_5
0,1.3668053150177002,1.0265207290649414,1.188094139099121,1.380449652671814,1.4100452661514282
1,1.3417571783065796,0.8106240630149841,0.7867098450660706,0.8830175995826721,0.8123683929443359
2,1.615256428718567,0.9166520833969116,0.9263653755187988,0.9531023502349854,0.8903170824050903
3,1.3317302465438843,0.8709087371826172,0.9270491003990173,0.9524179100990295,0.867215633392334
4,1.0280547142028809,0.6247639060020447,0.566497266292572,0.5238479971885681,0.4329685568809509
5,0.9240633845329285,0.5163199305534363,0.5145721435546875,0.5691296458244324,0.4888569712638855
6,1.3842689990997314,0.8681833148002625,0.8047289848327637,0.7177197337150574,0.5745844841003418
7,1.5009634494781494,1.0451030731201172,1.0034081935882568,0.9728750586509705,0.7749742865562439
8,1.5909926891326904,1.2715691328048706,1.1885088682174683,1.1123062372207642,0.8852001428604126
9,0.9461333751678467,0.6004474759101868,0.5556327700614929,0.4880671501159668,0.42109212279319763
10,2.149449110031128,1.4941028356552124,1.4452629089355469,1.3163889646530151,1.0343466997146606
11,1.0698766708374023,0.5433472394943237,0.5001092553138733,0.4679037630558014,0.40513426065444946
12,1.7374992370605469,1.3064953088760376,1.2557531595230103,1.1589164733886719,0.9527533054351807
13,1.7983996868133545,1.4652736186981201,1.357840657234192,1.2403408288955688,0.9603894948959351
14,1.0194495916366577,0.6242897510528564,0.5582393407821655,0.5927069187164307,0.5091115236282349
15,1.4083918333053589,1.0390323400497437,0.9530054330825806,0.8516924977302551,0.6256248950958252
16,1.3614944219589233,1.0178873538970947,0.9811822175979614,0.9587595462799072,0.7533495426177979
17,1.5472568273544312,1.055192232131958,0.9433587193489075,0.864073634147644,0.7103189826011658
18,0.7409041523933411,0.4512708783149719,0.41901302337646484,0.3543846309185028,0.30285578966140747
19,0.6033948659896851,0.3565397262573242,0.31603991985321045,0.2533012926578522,0.20715439319610596
20,0.4779623746871948,0.3732372522354126,0.33644339442253113,0.2735002636909485,0.2219790667295456
21,0.6838323473930359,0.4339667558670044,0.44835755228996277,0.4246061146259308,0.3292781412601471
22,0.7690879702568054,0.5243293046951294,0.5072809457778931,0.46932870149612427,0.3648262023925781
23,1.115149974822998,0.8314694166183472,0.7688791751861572,0.6569050550460815,0.4784267544746399
24,1.4082683324813843,1.0575419664382935,0.8889958262443542,0.7681849002838135,0.6034564971923828
25,0.5210862159729004,0.29832157492637634,0.26478058099746704,0.24813468754291534,0.21929621696472168
26,1.1618316173553467,0.6997359991073608,0.6403470039367676,0.5986472964286804,0.5038875341415405
27,1.496496319770813,1.0761926174163818,0.9361686110496521,0.8521594405174255,0.736246645450592
28,0.815681517124176,0.520301878452301,0.4254644215106964,0.3906163275241852,0.34095218777656555
29,0.315459668636322,0.20120008289813995,0.18650177121162415,0.18504974246025085,0.15906237065792084
30,0.9889506101608276,0.5549384355545044,0.4954065680503845,0.47578880190849304,0.38445067405700684
31,0.9681535959243774,0.6909103989601135,0.6574894785881042,0.5740799307823181,0.4870588481426239
32,0.8945381045341492,0.47326886653900146,0.38691335916519165,0.35577598214149475,0.2970826029777527
33,1.1079691648483276,0.8113151788711548,0.7172584533691406,0.6240612268447876,0.5158628225326538
34,0.9942832589149475,0.4956579804420471,0.40805497765541077,0.35113638639450073,0.27191102504730225
35,1.1977959871292114,0.7975400686264038,0.6301862001419067,0.5214753150939941,0.3958371579647064
36,0.935721755027771,0.5667290091514587,0.4557054936885834,0.3324393033981323,0.26700475811958313
37,0.9605045318603516,0.6020710468292236,0.4578310549259186,0.42795413732528687,0.330550879240036
38,0.665626049041748,0.39325612783432007,0.31318023800849915,0.24074232578277588,0.16269725561141968
39,0.5663860440254211,0.3348912000656128,0.2900611460208893,0.2610750198364258,0.2208687961101532
40,1.0243602991104126,0.5898655652999878,0.5014036893844604,0.34211960434913635,0.19721272587776184
41,1.1769288778305054,0.8345512747764587,0.7035589218139648,0.5772790908813477,0.41690850257873535
42,2.43133544921875,2.0283572673797607,1.7554069757461548,1.3602116107940674,0.9754693508148193
43,0.4774959981441498,0.31073957681655884,0.2833208441734314,0.2206689864397049,0.1816738396883011
44,0.6051530838012695,0.4137405455112457,0.34362974762916565,0.2835812568664551,0.22542044520378113
45,0.302015483379364,0.1806795448064804,0.16346226632595062,0.16330577433109283,0.12818652391433716
46,0.35283488035202026,0.2363378256559372,0.20295429229736328,0.16899606585502625,0.13827507197856903
47,0.40019556879997253,0.3064856231212616,0.2641824185848236,0.21187788248062134,0.16862216591835022
48,0.3625462055206299,0.2345663607120514,0.23137128353118896,0.20060159265995026,0.16651560366153717
49,1.5241538286209106,0.9664940237998962,0.7364373803138733,0.6094512343406677,0.44413208961486816
