epoch,layer_1,layer_2,layer_3,layer_4,layer_5
0,0.6639819741249084,0.3791131377220154,0.4160257577896118,0.4673137366771698,0.4647955894470215
1,1.0410792827606201,0.5846694707870483,0.6506381034851074,0.7142935395240784,0.7255873680114746
2,0.9953405261039734,0.6812261343002319,0.7925536632537842,0.8841302394866943,1.007136583328247
3,1.3506006002426147,0.9619061946868896,1.087996006011963,1.1531121730804443,1.05926513671875
4,1.1436786651611328,0.6286545991897583,0.6125162243843079,0.6649267673492432,0.671559751033783
5,1.2855441570281982,1.0063998699188232,1.0936447381973267,1.253300666809082,1.1597087383270264
6,1.3246181011199951,0.9585577249526978,1.0300184488296509,1.1236358880996704,1.116751790046692
7,1.0779577493667603,0.7274747490882874,0.7207586765289307,0.7944039106369019,0.7450083494186401
8,1.1707721948623657,0.6443546414375305,0.6640658974647522,0.7072867155075073,0.6328966617584229
9,1.2556462287902832,0.901520311832428,0.8929254412651062,0.9034892320632935,0.8325205445289612
10,1.479248285293579,1.1019319295883179,1.0287322998046875,0.9527352452278137,0.7977578639984131
11,1.6742044687271118,1.0960006713867188,0.9828588962554932,0.8881429433822632,0.7346206307411194
12,1.2852940559387207,0.7109150886535645,0.609182596206665,0.6505338549613953,0.6053271293640137
13,2.0886731147766113,1.5217794179916382,1.4908396005630493,1.4349786043167114,1.1724096536636353
14,1.6065424680709839,0.9182698726654053,0.8359845876693726,0.8389734029769897,0.745304524898529
15,0.9670777320861816,0.6150442361831665,0.5511504411697388,0.5186591148376465,0.44161245226860046
16,0.8207349181175232,0.4562816321849823,0.3645578622817993,0.3374533951282501,0.32745638489723206
17,0.9214107990264893,0.5877724885940552,0.4739609658718109,0.4304888844490051,0.3834541141986847
18,1.1586247682571411,0.8754357099533081,0.7999293804168701,0.6958122849464417,0.5508023500442505
19,1.6830320358276367,1.1625176668167114,1.0901381969451904,1.0689815282821655,0.8601992130279541
20,1.3205640316009521,0.8525448441505432,0.7592132687568665,0.6957312822341919,0.5903958082199097
21,1.351371169090271,0.8120813369750977,0.6385440230369568,0.6376751661300659,0.6032219529151917
22,1.5980011224746704,1.1508480310440063,0.9956207275390625,0.8534782528877258,0.659446120262146
23,0.9046930074691772,0.5039412379264832,0.4307161569595337,0.3999602198600769,0.3509294390678406
24,1.051924467086792,0.7013005018234253,0.5911129713058472,0.504827618598938,0.3969672620296478
25,1.5489752292633057,1.070871353149414,0.9217367768287659,0.7878789305686951,0.6386310458183289
26,1.3871986865997314,0.7187076807022095,0.6244307160377502,0.5619286298751831,0.4484871029853821
27,1.2511733770370483,0.8230794668197632,0.5912204384803772,0.4994792342185974,0.3582019805908203
28,1.0098254680633545,0.6856326460838318,0.5850347876548767,0.49867773056030273,0.4166227877140045
29,1.0875270366668701,0.8065981268882751,0.6723338961601257,0.5976182222366333,0.5057958960533142
30,2.220236301422119,1.4886523485183716,1.2072540521621704,1.0860378742218018,0.9263336658477783
31,1.1142280101776123,0.7495654225349426,0.593728244304657,0.44475144147872925,0.3358590602874756
32,1.2619199752807617,0.7101861834526062,0.5228039622306824,0.40414175391197205,0.3408203125
33,0.875213086605072,0.5789425373077393,0.48598557710647583,0.4191676378250122,0.32977649569511414
34,1.0641465187072754,0.6518667340278625,0.49797025322914124,0.40912607312202454,0.3319530785083771
35,0.8242685794830322,0.5384218096733093,0.43645989894866943,0.38160642981529236,0.32216525077819824
36,1.664597511291504,0.8949490189552307,0.6250115633010864,0.5399022698402405,0.49489566683769226
37,1.7786139249801636,0.8952155709266663,0.6456278562545776,0.49022459983825684,0.3752787709236145
38,2.5620675086975098,1.531270980834961,1.234616994857788,0.9951174855232239,0.7793706655502319
39,2.4256579875946045,1.4816275835037231,1.0522979497909546,0.8653075098991394,0.6866832971572876
40,0.9457617998123169,0.6295057535171509,0.4859321117401123,0.37587258219718933,0.27653586864471436
41,1.0202126502990723,0.5380414724349976,0.3513089120388031,0.28202664852142334,0.2484492063522339
42,2.9480552673339844,1.7672559022903442,1.3407334089279175,1.0769448280334473,0.7756736278533936
43,1.1478115320205688,0.71535325050354,0.5593255162239075,0.45245519280433655,0.34629255533218384
44,1.7543883323669434,1.2001389265060425,0.8823827505111694,0.6669734120368958,0.528438925743103
45,0.249477356672287,0.1596464216709137,0.1160963773727417,0.09815928339958191,0.08732031285762787
46,2.1969921588897705,1.2581367492675781,0.872204601764679,0.6098178625106812,0.416151225566864
47,0.09458909183740616,0.0503537580370903,0.033130452036857605,0.026796109974384308,0.02192121185362339
48,1.4209036827087402,0.7620179057121277,0.49900171160697937,0.3897641599178314,0.2974555790424347
49,0.21362005174160004,0.11914907395839691,0.07578642666339874,0.05829453840851784,0.04488680511713028
