train_loss,test_loss,train_acc,test_acc,epoch_time,act_mean_0,act_std_0,grad_norm_0,act_mean_1,act_std_1,grad_norm_1,act_mean_2,act_std_2,grad_norm_2,act_mean_3,act_std_3,grad_norm_3,act_mean_4,act_std_4,grad_norm_4,act_mean_5,act_std_5,grad_norm_5,act_mean_6,act_std_6,grad_norm_6,act_mean_7,act_std_7,grad_norm_7,act_mean_8,act_std_8,grad_norm_8,act_mean_9,act_std_9,grad_norm_9,act_mean_10,act_std_10,grad_norm_10,act_mean_11,act_std_11,grad_norm_11,act_mean_12,act_std_12,grad_norm_12,act_mean_13,act_std_13,grad_norm_13,act_mean_14,act_std_14,grad_norm_14,act_mean_15,act_std_15,grad_norm_15,act_mean_16,act_std_16,grad_norm_16,act_mean_17,act_std_17,grad_norm_17,act_mean_18,act_std_18,grad_norm_18,act_mean_19,act_std_19,grad_norm_19
2.3069637315114337,2.3016845035552977,0.11038333333333333,0.1135,2.756139039993286,-0.022686206,0.3454364,5.3248313e-13,-0.012994383,0.5014063,2.1891074e-12,-0.01469133,0.51048326,9.277471e-12,0.004353937,0.51127076,3.9523832e-11,-0.021648712,0.5155045,1.6719608e-10,0.0025492765,0.50905555,7.088449e-10,-0.068694666,0.51011807,3.0334333e-09,0.015290244,0.4984752,1.2863355e-08,-0.042094026,0.51531243,5.442816e-08,0.027935151,0.5045399,2.302076e-07,0.013533642,0.51976883,9.758757e-07,-0.024363898,0.51754194,4.1217436e-06,-0.047584314,0.5073144,1.748836e-05,0.024480853,0.50349814,7.372351e-05,-0.03735878,0.5171147,0.00031172807,-0.02716514,0.5058241,0.001318911,-0.03939912,0.50655943,0.0055982466,-0.043023404,0.5030094,0.023722975,0.020443797,0.50320405,0.10012516,0.06446606,0.51024246,0.4250228
2.301879633839925,2.303177355957031,0.11183333333333334,0.101,2.702962875366211,-0.022686211,0.3454363,5.320751e-13,-0.012994389,0.5014063,2.1873892e-12,-0.014691314,0.51048326,9.270155e-12,0.004353944,0.51127076,3.9494838e-11,-0.021648718,0.51550436,1.6706592e-10,0.0025492765,0.50905555,7.082788e-10,-0.06869466,0.5101181,3.0309053e-09,0.0152902445,0.4984752,1.2851527e-08,-0.042094022,0.51531243,5.4379484e-08,0.027935151,0.5045399,2.299997e-07,0.013533642,0.51976883,9.75023e-07,-0.024363898,0.51754194,4.1184944e-06,-0.047584314,0.5073144,1.7474895e-05,0.02448085,0.5034982,7.366607e-05,-0.037358794,0.5171147,0.0003114901,-0.027165115,0.5058233,0.0013178934,-0.03939815,0.50655967,0.005593983,-0.0430308,0.50301194,0.02370476,0.020318605,0.503188,0.100047596,0.06358109,0.50995773,0.42471057
2.301928445943197,2.3017757705688475,0.11063333333333333,0.1135,2.82265305519104,-0.022686211,0.34543628,5.3205807e-13,-0.012994376,0.50140625,2.1873334e-12,-0.014691335,0.5104833,9.269878e-12,0.0043539405,0.5112707,3.9494005e-11,-0.0216487,0.5155044,1.6706092e-10,0.0025492774,0.50905555,7.0826073e-10,-0.068694696,0.51011807,3.0308915e-09,0.015290246,0.4984752,1.2851173e-08,-0.04209401,0.51531243,5.4377505e-08,0.027935151,0.5045399,2.2998942e-07,0.013533642,0.51976883,9.750021e-07,-0.024363898,0.51754194,4.118419e-06,-0.047584314,0.5073144,1.7475048e-05,0.024480892,0.5034982,7.366461e-05,-0.037359633,0.5171147,0.00031148436,-0.027165042,0.5058241,0.0013179062,-0.039397772,0.5065604,0.0055941045,-0.04303712,0.5030135,0.023705283,0.020241376,0.50317836,0.100052305,0.06282415,0.50986683,0.4247317
2.3017728377024333,2.3024477630615237,0.11145,0.1135,2.7089250087738037,-0.022686217,0.34543633,5.320678e-13,-0.012994373,0.5014062,2.1873683e-12,-0.014691321,0.5104832,9.2701645e-12,0.0043539423,0.51127094,3.9494772e-11,-0.021648701,0.51550436,1.6706589e-10,0.0025492788,0.5090556,7.082835e-10,-0.06869468,0.51011807,3.0309817e-09,0.0152902445,0.4984752,1.2851982e-08,-0.042094037,0.51531243,5.4379438e-08,0.02793515,0.5045399,2.300017e-07,0.013533642,0.51976883,9.7504e-07,-0.024363898,0.51754194,4.1183225e-06,-0.047584433,0.5073144,1.74751e-05,0.024480918,0.5034982,7.3667565e-05,-0.037359707,0.5171147,0.00031148735,-0.027165195,0.5058231,0.0013178916,-0.03939807,0.50656027,0.005594014,-0.04304424,0.5030137,0.023705306,0.020160764,0.5031572,0.100048155,0.062070437,0.5097439,0.42471445
2.3019166431427003,2.3014510498046876,0.1113,0.1135,2.729123830795288,-0.022686215,0.34543633,5.3207276e-13,-0.012994383,0.5014063,2.1873649e-12,-0.014691324,0.51048326,9.270156e-12,0.0043539414,0.51127076,3.9494366e-11,-0.021648705,0.5155044,1.6706381e-10,0.0025492776,0.50905555,7.0827844e-10,-0.06869468,0.5101181,3.0309475e-09,0.015290244,0.4984752,1.2851462e-08,-0.04209403,0.51531243,5.4379257e-08,0.02793515,0.5045399,2.3000273e-07,0.013533642,0.51976883,9.750197e-07,-0.024363898,0.51754194,4.118429e-06,-0.047584377,0.5073144,1.7475164e-05,0.024480913,0.5034982,7.366662e-05,-0.03735969,0.5171147,0.00031148488,-0.027165161,0.5058228,0.0013179122,-0.039397784,0.5065594,0.0055942186,-0.043051034,0.50301474,0.023705525,0.020085162,0.50314134,0.100053474,0.061319105,0.50964576,0.424729
2.3019927702585856,2.30146088218689,0.11161666666666667,0.1135,2.759575843811035,-0.022686211,0.34543625,5.3207916e-13,-0.012994384,0.5014062,2.1873772e-12,-0.014691322,0.5104834,9.2700864e-12,0.0043539414,0.5112706,3.949501e-11,-0.021648703,0.51550454,1.6706582e-10,0.0025492797,0.50905555,7.0830675e-10,-0.06869469,0.51011807,3.03094e-09,0.0152902445,0.4984752,1.2851783e-08,-0.042094022,0.51531243,5.4380102e-08,0.027935151,0.5045399,2.3000082e-07,0.013533642,0.51976883,9.750281e-07,-0.024363898,0.51754194,4.1185626e-06,-0.047584448,0.5073144,1.7475566e-05,0.024480859,0.5034982,7.366679e-05,-0.03735971,0.5171147,0.0003114919,-0.027165025,0.5058228,0.0013179252,-0.039397854,0.5065602,0.005594264,-0.043057736,0.50301474,0.023705505,0.020003391,0.50312674,0.100054175,0.06058386,0.5095159,0.4247307
2.301941962814331,2.301763026046753,0.11106666666666666,0.1135,2.7154901027679443,-0.022686211,0.34543628,5.3208664e-13,-0.01299438,0.5014063,2.1874518e-12,-0.014691316,0.51048315,9.270471e-12,0.004353944,0.51127076,3.949609e-11,-0.02164873,0.51550436,1.670723e-10,0.0025492779,0.50905555,7.0830775e-10,-0.06869467,0.5101181,3.0310423e-09,0.015290248,0.4984752,1.2852209e-08,-0.042094026,0.51531243,5.438088e-08,0.02793515,0.5045399,2.300056e-07,0.013533642,0.51976883,9.750632e-07,-0.024363898,0.51754194,4.1185513e-06,-0.04758445,0.5073144,1.7475795e-05,0.024480859,0.5034982,7.366715e-05,-0.037359722,0.5171147,0.00031149774,-0.027165145,0.50582266,0.0013179124,-0.039397094,0.50656,0.0055943197,-0.04306476,0.5030169,0.023705974,0.019921493,0.5031121,0.10005398,0.05983089,0.50938976,0.42473057
2.301965142949422,2.30218331489563,0.11085,0.1135,2.712583065032959,-0.022686187,0.34543622,5.320899e-13,-0.012994386,0.5014064,2.1874486e-12,-0.014691326,0.5104833,9.2705e-12,0.0043539414,0.5112707,3.949543e-11,-0.021648707,0.5155046,1.6706712e-10,0.0025492785,0.50905555,7.083058e-10,-0.06869466,0.51011807,3.0310472e-09,0.0152902445,0.4984752,1.2852229e-08,-0.042094026,0.51531243,5.438078e-08,0.027935151,0.5045399,2.3000459e-07,0.013533642,0.51976883,9.75048e-07,-0.024363898,0.51754194,4.11849e-06,-0.04758446,0.5073144,1.7475992e-05,0.024480933,0.5034982,7.36701e-05,-0.037359867,0.5171147,0.00031149393,-0.027164938,0.5058226,0.0013179225,-0.03939666,0.5065603,0.0055943225,-0.043070793,0.5030204,0.023706287,0.019825779,0.5030997,0.10005591,0.059085134,0.5092057,0.4247361
2.3018436214447022,2.301518829727173,0.1112,0.1135,2.6822509765625,-0.022686217,0.3454362,5.3208127e-13,-0.012994369,0.5014063,2.1874202e-12,-0.014691316,0.51048326,9.270106e-12,0.0043539405,0.51127076,3.949547e-11,-0.021648703,0.5155044,1.6706996e-10,0.0025492783,0.5090556,7.0830464e-10,-0.068694696,0.5101181,3.0310126e-09,0.015290248,0.4984752,1.2851798e-08,-0.042094015,0.51531243,5.438054e-08,0.027935151,0.5045399,2.3000216e-07,0.013533642,0.51976883,9.75021e-07,-0.024363898,0.51754194,4.1184426e-06,-0.04758437,0.5073144,1.747553e-05,0.024480935,0.5034982,7.366814e-05,-0.03736001,0.51711476,0.00031149748,-0.027164733,0.5058223,0.0013179281,-0.039396517,0.5065609,0.005594244,-0.043077197,0.5030213,0.023705773,0.01974727,0.5030858,0.10005532,0.058350954,0.5090899,0.42473212
2.301843349583944,2.301469268798828,0.11071666666666667,0.1135,2.710029125213623,-0.0226862,0.34543628,5.3209883e-13,-0.012994382,0.5014062,2.1874833e-12,-0.014691319,0.5104832,9.270342e-12,0.0043539414,0.51127076,3.9496486e-11,-0.021648716,0.5155045,1.6707291e-10,0.0025492767,0.5090557,7.082914e-10,-0.06869469,0.51011807,3.031106e-09,0.01529025,0.4984752,1.2852002e-08,-0.04209403,0.51531243,5.4380983e-08,0.02793515,0.5045399,2.3000365e-07,0.013533642,0.51976883,9.750594e-07,-0.024363898,0.51754194,4.1186113e-06,-0.04758446,0.5073144,1.7475753e-05,0.024480928,0.5034982,7.36694e-05,-0.03736002,0.5171147,0.00031149498,-0.027164776,0.50582236,0.0013179346,-0.039396647,0.50656366,0.0055943183,-0.043083277,0.5030202,0.023706548,0.019663585,0.50307393,0.1000562,0.05758878,0.508959,0.4247313
