train_loss,test_loss,train_acc,test_acc,epoch_time,act_mean_0,act_std_0,grad_norm_0,act_mean_1,act_std_1,grad_norm_1,act_mean_2,act_std_2,grad_norm_2,act_mean_3,act_std_3,grad_norm_3,act_mean_4,act_std_4,grad_norm_4
0.1216181413769722,0.13486040326803922,0.9636666666666667,0.9584,1.8546371459960938,0.029687319,1.1606572,1.4711719,0.04874561,0.86279666,1.4741251,0.016430093,0.76880354,1.216972,0.025028784,0.7673315,0.8749943,-0.02405495,0.8627882,0.6140165
0.11724665432373682,0.13143152293711902,0.9650833333333333,0.96,1.8794879913330078,0.030204268,1.165525,1.4644909,0.049460158,0.8673661,1.4728547,0.015556765,0.77058125,1.2145234,0.023762006,0.76699317,0.87020427,-0.023428516,0.86334175,0.6073926
0.11315310500860214,0.12794985483586788,0.9661666666666666,0.9611,1.8866989612579346,0.030484306,1.1703781,1.4652318,0.049322553,0.87231463,1.4763663,0.015514107,0.77235657,1.214742,0.02328598,0.7678416,0.8668025,-0.022817554,0.8658699,0.6014944
0.1094969195008278,0.1254407291531563,0.9674166666666667,0.9613,1.8869922161102295,0.03171426,1.1750929,1.453973,0.049676612,0.87690175,1.4704945,0.015977284,0.77480596,1.2097592,0.02278647,0.76904434,0.8610595,-0.022573141,0.86757725,0.5949317
0.10588103107213974,0.12315083688944578,0.9688,0.9623,1.8570640087127686,0.031528912,1.1793275,1.4526331,0.049335063,0.88042325,1.4723221,0.014606209,0.7756734,1.2089696,0.022774005,0.76936924,0.85697633,-0.022252442,0.87008363,0.5892111
0.10263499846458435,0.12144665580242872,0.9694333333333334,0.9623,1.8720450401306152,0.032104976,1.1829736,1.4493861,0.04998695,0.88450533,1.4723517,0.0139968945,0.7777052,1.2076181,0.021900851,0.76984835,0.8533207,-0.022318998,0.87112504,0.5839373
0.09921083214084307,0.11849224243015051,0.9705666666666667,0.9629,1.9018118381500244,0.032597072,1.1868905,1.4432046,0.05032582,0.88832545,1.470051,0.013911318,0.77894306,1.204564,0.021182528,0.76976883,0.84837896,-0.021224763,0.8723654,0.57788664
0.0963104693154494,0.11725183276981116,0.9714333333333334,0.9643,1.8702428340911865,0.032273512,1.1908666,1.4388725,0.049799465,0.89236337,1.4694513,0.013736468,0.78090113,1.2021922,0.021324983,0.7710655,0.8445112,-0.020911528,0.8748054,0.57293874
0.09340264687140783,0.11606210175231099,0.9722166666666666,0.9634,1.8641231060028076,0.03311854,1.1939138,1.4376827,0.050114308,0.8951433,1.470252,0.013516118,0.78167623,1.200638,0.020202743,0.7713099,0.8400216,-0.020993361,0.87656975,0.5671506
0.09065316155354182,0.1121717847853899,0.9730666666666666,0.9656,1.8846461772918701,0.032705944,1.197896,1.4292805,0.050521716,0.8993309,1.4657764,0.011986033,0.78354716,1.1961999,0.019579042,0.7715368,0.8348946,-0.020075902,0.87771446,0.56148154
