train_loss,test_loss,train_acc,test_acc,epoch_time,act_mean_0,act_std_0,grad_norm_0,act_mean_1,act_std_1,grad_norm_1,act_mean_2,act_std_2,grad_norm_2,act_mean_3,act_std_3,grad_norm_3,act_mean_4,act_std_4,grad_norm_4,act_mean_5,act_std_5,grad_norm_5,act_mean_6,act_std_6,grad_norm_6,act_mean_7,act_std_7,grad_norm_7,act_mean_8,act_std_8,grad_norm_8,act_mean_9,act_std_9,grad_norm_9
2.3035102540334065,2.301196806716919,0.10938333333333333,0.1135,2.516953945159912,-0.0023396574,0.9525661,2.3820426e-06,-0.052404594,0.5731637,9.83e-06,-0.02181135,0.5535931,3.9175993e-05,-0.011708062,0.59983104,0.00015599206,0.033603746,0.5870386,0.0005892394,-0.00632884,0.555332,0.002263318,-0.023503175,0.5736898,0.00900026,-0.05367645,0.5781971,0.03348073,0.052160934,0.53737646,0.12925774,-0.08311539,0.5716561,0.49356702
2.30184850247701,2.301554719543457,0.11185,0.1135,2.5866029262542725,-0.0023396579,0.952566,2.3802895e-06,-0.052404623,0.5731636,9.822861e-06,-0.02181132,0.55359316,3.9150487e-05,-0.011707999,0.5998312,0.00015590228,0.03360394,0.5870389,0.00058891386,-0.006329834,0.5553331,0.0022619586,-0.023499709,0.57368517,0.00899528,-0.053683635,0.5782065,0.033462495,0.052098945,0.53739095,0.12920116,-0.08394959,0.57154137,0.49342996
2.3019125040690103,2.3020911396026613,0.11128333333333333,0.098,2.589839220046997,-0.00233966,0.95256627,2.3801033e-06,-0.05240462,0.5731638,9.822438e-06,-0.021811282,0.5535932,3.91474e-05,-0.011707968,0.59983116,0.00015588777,0.03360414,0.58703846,0.00058885926,-0.0063300626,0.55533355,0.002261752,-0.023498774,0.5736855,0.008994669,-0.053690277,0.5782091,0.03346098,0.05203497,0.5373906,0.12919529,-0.08470518,0.57137954,0.49342617
2.30184161529541,2.3011874099731444,0.11083333333333334,0.1135,2.6150431632995605,-0.0023396588,0.9525664,2.3800726e-06,-0.052404635,0.57316375,9.822218e-06,-0.021811284,0.5535934,3.914633e-05,-0.011707906,0.5998312,0.00015589104,0.033604264,0.58703846,0.00058888725,-0.006330208,0.5553344,0.002261934,-0.02349914,0.5736857,0.008994675,-0.053698756,0.5782087,0.033459753,0.051969796,0.53737664,0.12919125,-0.085440464,0.5712044,0.49340823
2.3018292999267578,2.301808634185791,0.11086666666666667,0.1135,2.6497561931610107,-0.0023396588,0.95256644,2.379983e-06,-0.052404545,0.5731635,9.8215305e-06,-0.021811271,0.55359316,3.9145274e-05,-0.011707832,0.5998315,0.00015588374,0.03360431,0.5870386,0.0005888389,-0.006330131,0.55533504,0.0022617339,-0.023498913,0.5736875,0.008994224,-0.053706698,0.5782091,0.033459466,0.051908348,0.53736377,0.12918986,-0.08618084,0.5710608,0.49337435
2.302035108947754,2.3013749504089356,0.11186666666666667,0.1135,2.5844647884368896,-0.002339657,0.95256627,2.3799732e-06,-0.052404568,0.57316375,9.821951e-06,-0.021811254,0.55359304,3.9144517e-05,-0.011707876,0.5998311,0.00015587626,0.03360434,0.5870381,0.000588835,-0.0063302023,0.5553358,0.002261631,-0.023498477,0.57368684,0.00899402,-0.053714488,0.5782115,0.033459164,0.05184213,0.53735644,0.12918705,-0.08692471,0.5708843,0.4933749
2.3019438696543375,2.301458280944824,0.11131666666666666,0.1135,2.6232309341430664,-0.002339658,0.95256644,2.3797897e-06,-0.052404564,0.573164,9.820991e-06,-0.021811234,0.55359316,3.914218e-05,-0.011707829,0.5998315,0.00015586377,0.033604354,0.5870381,0.0005888345,-0.0063304626,0.5553363,0.00226164,-0.023498487,0.57368565,0.008993966,-0.05372455,0.5782081,0.03345773,0.05176817,0.5373391,0.1291855,-0.087660134,0.5706733,0.49337247
2.3018881918589273,2.3014849517822267,0.11141666666666666,0.1135,2.718226909637451,-0.0023396597,0.95256615,2.3797404e-06,-0.05240452,0.57316345,9.820888e-06,-0.021811204,0.55359304,3.9141658e-05,-0.011707771,0.59983146,0.00015585552,0.033604413,0.5870381,0.0005887866,-0.006330759,0.55533695,0.0022615572,-0.023498435,0.5736849,0.00899349,-0.053732567,0.5782075,0.033457845,0.051710386,0.5373242,0.1291767,-0.08839435,0.570521,0.49334526
2.301815272394816,2.3017605628967286,0.11043333333333333,0.1135,2.6305508613586426,-0.0023396616,0.95256644,2.3795737e-06,-0.05240456,0.57316387,9.819996e-06,-0.021811195,0.55359316,3.9138155e-05,-0.011707757,0.59983134,0.00015584593,0.033604495,0.58703804,0.00058877293,-0.006330838,0.5553376,0.0022615287,-0.023498414,0.57368475,0.008993177,-0.053740565,0.5782079,0.033456407,0.05164668,0.5373112,0.12917559,-0.08912096,0.5703548,0.49334198
2.301939971415202,2.301592539215088,0.11255,0.1135,2.6194539070129395,-0.0023396616,0.95256615,2.3795321e-06,-0.052404534,0.57316375,9.820162e-06,-0.021811184,0.55359316,3.9137776e-05,-0.011707737,0.5998316,0.00015584036,0.033604536,0.58703804,0.0005887553,-0.006331179,0.555338,0.002261373,-0.023497991,0.57368344,0.008992804,-0.053749595,0.5782085,0.033455882,0.051573638,0.53729826,0.12917161,-0.08985487,0.5701396,0.4933363
